date,store_name,brand,budget,actual_sales,variance,variance_pct,customer_count,avg_spend,year,month,month_name,quarter,day_of_week,is_weekend,week_of_year
2021-01-09,JUNCTION,CREAMY INN,756.9044999999999,578.0,-178.90449999999987,-23.63633721295089,101.0,5.7227722772277225,2021,1,January,1,Saturday,True,1
2021-01-09,JUNCTION,GALITOS,1860.5961,783.75,-1076.8460999999998,-57.87640315918108,97.0,8.079896907216495,2021,1,January,1,Saturday,True,1
2021-01-09,OASIS,CHICKEN INN,740.915207387648,594.5,-146.41520738764802,-19.761398595648387,83.0,7.162650602409639,2021,1,January,1,Saturday,True,1
2021-01-09,OASIS,PIZZA INN,2706.9250946491507,1992.75,-714.1750946491507,-26.383260329621944,127.0,15.690944881889765,2021,1,January,1,Saturday,True,1
2021-01-09,OASIS,CREAMY INN,146.81459597042465,115.5,-31.314595970424648,-21.329347919012683,26.0,4.4423076923076925,2021,1,January,1,Saturday,True,1
2021-01-10,LA PIAZZA,CHICKEN INN,1406.5795000000005,1263.5,-143.07950000000028,-10.17215877239788,175.0,7.22,2021,1,January,1,Sunday,True,1
2021-01-10,LA PIAZZA,PIZZA INN,2710.3215000000005,2749.5,39.17849999999953,1.4455296170583278,195.0,14.1,2021,1,January,1,Sunday,True,1
2021-01-10,LA PIAZZA,CREAMY INN,491.7009999999999,504.5,12.799000000000149,2.603004671538222,109.0,4.628440366972477,2021,1,January,1,Sunday,True,1
2021-01-10,LA PIAZZA,GALITOS,818.1495000000001,793.75,-24.399500000000103,-2.982278911128113,92.0,8.627717391304348,2021,1,January,1,Sunday,True,1
2021-01-10,CARREFOUR,CHICKEN INN,2341.6075000000005,2088.5,-253.10750000000053,-10.80913432332278,243.0,8.594650205761317,2021,1,January,1,Sunday,True,1
2021-01-10,CARREFOUR,PIZZA INN,5373.315,6572.75,1199.4350000000004,22.322067476036683,433.0,15.179561200923787,2021,1,January,1,Sunday,True,1
2021-01-10,CARREFOUR,CREAMY INN,896.1635000000001,1286.0,389.8364999999999,43.50060005791352,244.0,5.270491803278689,2021,1,January,1,Sunday,True,1
2021-01-10,CARREFOUR,GALITOS,1873.286,1172.0,-701.2860000000001,-37.43614162493074,124.0,9.451612903225806,2021,1,January,1,Sunday,True,1
2021-01-10,CITY MARKET,CHICKEN INN,514.1850000000001,617.75,103.56499999999994,20.14158328228165,114.0,5.418859649122807,2021,1,January,1,Sunday,True,1
2021-01-10,CITY MARKET,PIZZA INN,352.00199999999995,459.13,107.12800000000004,30.433917989102348,64.0,7.17390625,2021,1,January,1,Sunday,True,1
2021-01-10,JUNCTION,CHICKEN INN,4326.339600000001,3617.75,-708.5896000000012,-16.37850158595966,362.0,9.99378453038674,2021,1,January,1,Sunday,True,1
2021-01-10,JUNCTION,PIZZA INN,8113.317299999999,9583.5,1470.1827000000012,18.120611405152385,494.0,19.399797570850204,2021,1,January,1,Sunday,True,1
2021-01-10,JUNCTION,CREAMY INN,1081.8027,1041.0,-40.80269999999996,-3.7717321282337295,193.0,5.393782383419689,2021,1,January,1,Sunday,True,1
2021-01-10,JUNCTION,GALITOS,2598.6015,1777.5,-821.1014999999998,-31.597822905897647,156.0,11.39423076923077,2021,1,January,1,Sunday,True,1
